Row,Day,Day.Of.Week,Date,Page.Loads,Cases,First.Time.Visits,Returning.Visits
1549,Monday,2,12/10/2018,784,5421,4465,956
1550,Tuesday,3,12/11/2018,7659,5267,433,937
1551,Wednesday,4,12/12/2018,7319,4983,401,973
1552,Thursday,5,12/13/2018,6373,4452,362,832
1553,Friday,6,12/14/2018,4897,3404,2776,628
1554,Saturday,7,12/15/2018,3325,2209,1833,376
1555,Sunday,1,12/16/2018,3874,2671,2206,465
1556,Monday,2,12/17/2018,5436,3791,3062,729
1557,Tuesday,3,12/18/2018,5174,3562,2945,617
1558,Wednesday,4,12/19/2018,4873,3255,2632,623
1559,Thursday,5,12/20/2018,3913,2716,2164,552
1560,Friday,6,12/21/2018,2934,1979,1543,436
1561,Saturday,7,12/22/2018,1523,1074,846,228
1562,Sunday,1,12/23/2018,1859,1223,997,226
1563,Monday,2,12/24/2018,1835,131,1019,291
1564,Tuesday,3,12/25/2018,1852,1214,955,259
1565,Wednesday,4,12/26/2018,2357,1594,1243,351
1566,Thursday,5,12/27/2018,2583,1783,1418,365
1567,Friday,6,12/28/2018,2477,1613,1279,334
1568,Saturday,7,12/29/2018,1694,1197,990,207
1569,Sunday,1,12/30/2018,1985,134,1097,243
1570,Monday,2,12/31/2018,1723,1159,874,285
1571,Tuesday,3,1/1/2019,1715,1168,891,277
1572,Wednesday,4,1/2/2019,3431,2361,1899,462
1573,Thursday,5,1/3/2019,4118,2793,2259,534
1574,Friday,6,1/4/2019,3504,2373,1936,437
1575,Saturday,7,1/5/2019,2308,1609,1348,261
1576,Sunday,1,1/6/2019,2925,2046,1648,398
1577,Monday,2,1/7/2019,4587,31,255,550
1578,Tuesday,3,1/8/2019,4731,3182,2585,597
1579,Wednesday,4,1/9/2019,4831,3245,266,585
1580,Thursday,5,1/10/2019,4162,2836,2298,538
1581,Friday,6,1/11/2019,3726,2476,1999,477
1582,Saturday,7,1/12/2019,2458,1722,1413,309
1583,Sunday,1,1/13/2019,3266,2264,1878,386
1584,Monday,2,1/14/2019,5016,3348,276,588
1585,Tuesday,3,1/15/2019,4732,332,2738,582
1586,Wednesday,4,1/16/2019,4938,3447,2845,602
1587,Thursday,5,1/17/2019,5033,3516,2967,549
1588,Friday,6,1/18/2019,4114,2731,2236,495
1589,Saturday,7,1/19/2019,278,1929,1599,330
1590,Sunday,1,1/20/2019,4205,2367,1974,393
1591,Monday,2,1/21/2019,4983,3391,2783,608
1592,Tuesday,3,1/22/2019,5182,3674,3052,622
1593,Wednesday,4,1/23/2019,5316,3856,3199,657
1594,Thursday,5,1/24/2019,5021,3462,2853,609
1595,Friday,6,1/25/2019,423,2882,2382,500
1596,Saturday,7,1/26/2019,2743,1882,1541,341
1597,Sunday,1,1/27/2019,389,2622,2232,390
1598,Monday,2,1/28/2019,5575,3925,3232,693
1599,Tuesday,3,1/29/2019,5732,3866,326,606
1600,Wednesday,4,1/30/2019,5402,3759,3134,625
1601,Thursday,5,1/31/2019,5069,3597,2984,613
1602,Friday,6,2/1/2019,4222,2923,2364,559
1603,Saturday,7,2/2/2019,2864,1902,1596,306
1604,Sunday,1,2/3/2019,3598,2447,2044,403
1605,Monday,2,2/4/2019,5366,3767,3146,621
1606,Tuesday,3,2/5/2019,5427,3757,3124,633
1607,Wednesday,4,2/6/2019,5667,3759,313,629
1608,Thursday,5,2/7/2019,5517,3763,3069,694
1609,Friday,6,2/8/2019,442,2943,2429,514
1610,Saturday,7,2/9/2019,315,2274,1911,363
1611,Sunday,1,2/10/2019,4264,2962,247,492
1612,Monday,2,2/11/2019,6569,4276,3566,710
1613,Tuesday,3,2/12/2019,6145,4092,3391,701
1614,Wednesday,4,2/13/2019,5743,3932,3236,696
1615,Thursday,5,2/14/2019,5512,3762,3075,687
1616,Friday,6,2/15/2019,4127,2952,2377,575
1617,Saturday,7,2/16/2019,3309,2195,1809,386
1618,Sunday,1,2/17/2019,3761,2669,2217,452
1619,Monday,2,2/18/2019,5592,3912,3226,686
1620,Tuesday,3,2/19/2019,61,4322,3575,747
1621,Wednesday,4,2/20/2019,6208,4265,3543,722
1622,Thursday,5,2/21/2019,573,4071,3352,719
1623,Friday,6,2/22/2019,4372,3073,2508,565
1624,Saturday,7,2/23/2019,3378,2259,1871,388
1625,Sunday,1,2/24/2019,4367,3012,2524,488
1626,Monday,2,2/25/2019,6318,4424,3678,746
1627,Tuesday,3,2/26/2019,6431,4304,353,774
1628,Wednesday,4,2/27/2019,5919,4205,3442,763
1629,Thursday,5,2/28/2019,5668,3966,3266,700
1630,Friday,6,3/1/2019,4581,3178,2594,584
1631,Saturday,7,3/2/2019,3383,2263,1878,385
1632,Sunday,1,3/3/2019,4311,3005,2476,529
1633,Monday,2,3/4/2019,6357,4214,3443,771
1634,Tuesday,3,3/5/2019,6092,4092,3343,749
1635,Wednesday,4,3/6/2019,5772,407,334,730
1636,Thursday,5,3/7/2019,5861,4064,333,734
1637,Friday,6,3/8/2019,46,3147,259,557
1638,Saturday,7,3/9/2019,339,2218,1849,369
1639,Sunday,1,3/10/2019,4099,2898,2397,501
1640,Monday,2,3/11/2019,624,432,3599,721
1641,Tuesday,3,3/12/2019,5871,4127,3375,752
1642,Wednesday,4,3/13/2019,6381,4506,3726,780
1643,Thursday,5,3/14/2019,5853,4043,3328,715
1644,Friday,6,3/15/2019,4425,3116,2499,617
1645,Saturday,7,3/16/2019,2961,2099,1685,414
1646,Sunday,1,3/17/2019,4008,2744,2258,486
1647,Monday,2,3/18/2019,583,404,3319,721
1648,Tuesday,3,3/19/2019,6089,4164,3448,716
1649,Wednesday,4,3/20/2019,58,3946,3192,754
1650,Thursday,5,3/21/2019,5431,3761,31,661
1651,Friday,6,3/22/2019,456,3071,2543,528
1652,Saturday,7,3/23/2019,3256,2254,1859,395
1653,Sunday,1,3/24/2019,4156,2858,2386,472
1654,Monday,2,3/25/2019,606,4232,3469,763
1655,Tuesday,3,3/26/2019,6191,4344,3578,766
1656,Wednesday,4,3/27/2019,6678,4612,3842,770
1657,Thursday,5,3/28/2019,6167,4086,3361,725
1658,Friday,6,3/29/2019,4441,3147,2601,546
1659,Saturday,7,3/30/2019,3243,2325,1949,376
1660,Sunday,1,3/31/2019,426,3039,2543,496
1661,Monday,2,4/1/2019,6078,4238,355,688
1662,Tuesday,3,4/2/2019,6824,4656,3833,823
1663,Wednesday,4,4/3/2019,6621,4727,3942,785
1664,Thursday,5,4/4/2019,6231,4343,3647,696
1665,Friday,6,4/5/2019,4776,3346,2719,627
1666,Saturday,7,4/6/2019,3148,2319,1924,395
1667,Sunday,1,4/7/2019,4357,305,2511,539
1668,Monday,2,4/8/2019,6794,4738,396,778
1669,Tuesday,3,4/9/2019,6688,4505,3736,769
1670,Wednesday,4,4/10/2019,657,4448,3646,802
1671,Thursday,5,4/11/2019,6113,4264,3504,760
1672,Friday,6,4/12/2019,4856,3336,2726,610
1673,Saturday,7,4/13/2019,3401,2409,2011,398
1674,Sunday,1,4/14/2019,4551,3197,26,597
1675,Monday,2,4/15/2019,6614,4773,3967,806
1676,Tuesday,3,4/16/2019,7019,4837,4037,800
1677,Wednesday,4,4/17/2019,6643,447,3681,789
1678,Thursday,5,4/18/2019,5398,3825,3133,692
1679,Friday,6,4/19/2019,4323,2981,2482,499
1680,Saturday,7,4/20/2019,3546,2442,202,422
1681,Sunday,1,4/21/2019,4312,3045,2534,511
1682,Monday,2,4/22/2019,6363,452,3729,791
1683,Tuesday,3,4/23/2019,6797,4968,4147,821
1684,Wednesday,4,4/24/2019,7144,5002,4136,866
1685,Thursday,5,4/25/2019,6555,4621,3804,817
1686,Friday,6,4/26/2019,54,378,3089,691
1687,Saturday,7,4/27/2019,371,2465,2038,427
1688,Sunday,1,4/28/2019,4788,3294,2728,566
1689,Monday,2,4/29/2019,6232,434,3578,762
1690,Tuesday,3,4/30/2019,6093,4264,344,824
1691,Wednesday,4,5/1/2019,6117,4275,3556,719
1692,Thursday,5,5/2/2019,6274,4153,3433,720
1693,Friday,6,5/3/2019,4774,337,2763,607
1694,Saturday,7,5/4/2019,3437,2462,1999,463
1695,Sunday,1,5/5/2019,433,3009,2457,552
1696,Monday,2,5/6/2019,5902,4164,3402,762
1697,Tuesday,3,5/7/2019,6064,4258,3469,789
1698,Wednesday,4,5/8/2019,5709,4049,331,739
1699,Thursday,5,5/9/2019,5596,3944,3275,669
1700,Friday,6,5/10/2019,4498,3144,2494,650
1701,Saturday,7,5/11/2019,3258,2119,1702,417
1702,Sunday,1,5/12/2019,3571,2565,207,495
1703,Monday,2,5/13/2019,5677,3908,3136,772
1704,Tuesday,3,5/14/2019,5534,3669,2977,692
1705,Wednesday,4,5/15/2019,5391,3667,2989,678
1706,Thursday,5,5/16/2019,5043,3577,2953,624
1707,Friday,6,5/17/2019,3993,2795,2254,541
1708,Saturday,7,5/18/2019,2565,1876,1545,331
1709,Sunday,1,5/19/2019,3369,2364,1954,410
1710,Monday,2,5/20/2019,4993,3442,2806,636
1711,Tuesday,3,5/21/2019,4728,3406,2813,593
1712,Wednesday,4,5/22/2019,4963,3431,2772,659
1713,Thursday,5,5/23/2019,4637,3243,2698,545
1714,Friday,6,5/24/2019,3694,2559,207,489
1715,Saturday,7,5/25/2019,246,1658,1347,311
1716,Sunday,1,5/26/2019,3006,2064,1693,371
1717,Monday,2,5/27/2019,3992,278,2271,509
1718,Tuesday,3,5/28/2019,496,3403,2767,636
1719,Wednesday,4,5/29/2019,4376,3115,2562,553
1720,Thursday,5,5/30/2019,4143,2896,2353,543
1721,Friday,6,5/31/2019,3359,2363,1909,454
1722,Saturday,7,6/1/2019,2218,1474,1221,253
1723,Sunday,1,6/2/2019,2768,1845,1516,329
1724,Monday,2,6/3/2019,3967,2831,2295,536
1725,Tuesday,3,6/4/2019,4501,3008,2426,582
1726,Wednesday,4,6/5/2019,3973,2727,2233,494
1727,Thursday,5,6/6/2019,4259,2871,2312,559
1728,Friday,6,6/7/2019,3181,2313,1869,444
1729,Saturday,7,6/8/2019,217,1583,1324,259
1730,Sunday,1,6/9/2019,281,193,1586,344
1731,Monday,2,6/10/2019,442,303,2463,567
1732,Tuesday,3,6/11/2019,4793,3258,2664,594
1733,Wednesday,4,6/12/2019,441,3064,2479,585
1734,Thursday,5,6/13/2019,4076,2844,228,564
1735,Friday,6,6/14/2019,3287,2265,1789,476
1736,Saturday,7,6/15/2019,2176,1467,1201,266
1737,Sunday,1,6/16/2019,2516,1747,1419,328
1738,Monday,2,6/17/2019,4142,2925,2398,527
1739,Tuesday,3,6/18/2019,4225,3013,2461,552
1740,Wednesday,4,6/19/2019,4162,2882,2351,531
1741,Thursday,5,6/20/2019,3716,2615,2137,478
1742,Friday,6,6/21/2019,3333,2275,1853,422
1743,Saturday,7,6/22/2019,1918,136,1118,242
1744,Sunday,1,6/23/2019,2344,1621,1317,304
1745,Monday,2,6/24/2019,3691,2591,2149,442
1746,Tuesday,3,6/25/2019,4035,277,2247,523
1747,Wednesday,4,6/26/2019,3939,2675,2186,489
1748,Thursday,5,6/27/2019,3738,2671,2197,474
1749,Friday,6,6/28/2019,2846,2021,1657,364
1750,Saturday,7,6/29/2019,1733,1199,983,216
1751,Sunday,1,6/30/2019,2184,1494,124,254
1752,Monday,2,7/1/2019,3512,2485,2001,484
1753,Tuesday,3,7/2/2019,3675,2636,2163,473
1754,Wednesday,4,7/3/2019,3831,2579,2144,435
1755,Thursday,5,7/4/2019,2801,1971,1648,323
1756,Friday,6,7/5/2019,2552,179,1446,344
1757,Saturday,7,7/6/2019,195,1291,111,181
1758,Sunday,1,7/7/2019,211,1477,1209,268
1759,Monday,2,7/8/2019,4303,2903,2383,520
1760,Tuesday,3,7/9/2019,3883,2799,2335,464
1761,Wednesday,4,7/10/2019,4244,2907,2347,560
1762,Thursday,5,7/11/2019,3765,2669,215,519
1763,Friday,6,7/12/2019,3286,2276,1816,460
1764,Saturday,7,7/13/2019,1851,1305,1063,242
1765,Sunday,1,7/14/2019,258,1754,1433,321
1766,Monday,2,7/15/2019,414,2911,2382,529
1767,Tuesday,3,7/16/2019,4076,2785,2285,500
1768,Wednesday,4,7/17/2019,4141,29,236,540
1769,Thursday,5,7/18/2019,3898,2774,2249,525
1770,Friday,6,7/19/2019,3027,2078,1641,437
1771,Saturday,7,7/20/2019,1831,1271,1033,238
1772,Sunday,1,7/21/2019,2282,1617,1356,261
1773,Monday,2,7/22/2019,4138,289,2376,514
1774,Tuesday,3,7/23/2019,4049,2868,2344,524
1775,Wednesday,4,7/24/2019,4272,2963,2359,604
1776,Thursday,5,7/25/2019,4089,2755,221,545
1777,Friday,6,7/26/2019,3277,2264,1842,422
1778,Saturday,7,7/27/2019,1954,1308,1069,239
1779,Sunday,1,7/28/2019,2111,1509,1239,270
1780,Monday,2,7/29/2019,3625,2539,2053,486
1781,Tuesday,3,7/30/2019,4415,2906,2386,520
1782,Wednesday,4,7/31/2019,3854,2743,226,483
1783,Thursday,5,8/1/2019,4114,2771,2262,509
1784,Friday,6,8/2/2019,3492,228,1874,406
1785,Saturday,7,8/3/2019,1849,1312,1096,216
1786,Sunday,1,8/4/2019,2239,163,1347,283
1787,Monday,2,8/5/2019,3976,2664,2191,473
1788,Tuesday,3,8/6/2019,4061,2833,2284,549
1789,Wednesday,4,8/7/2019,3702,2675,2215,460
1790,Thursday,5,8/8/2019,3622,2553,2112,441
1791,Friday,6,8/9/2019,3039,2033,166,373
1792,Saturday,7,8/10/2019,1848,1265,1049,216
1793,Sunday,1,8/11/2019,2082,1502,1242,260
1794,Monday,2,8/12/2019,3807,2574,2121,453
1795,Tuesday,3,8/13/2019,3993,2667,2215,452
1796,Wednesday,4,8/14/2019,3567,2517,2087,430
1797,Thursday,5,8/15/2019,3484,245,2046,404
1798,Friday,6,8/16/2019,2994,2022,1663,359
1799,Saturday,7,8/17/2019,1793,1276,1074,202
1800,Sunday,1,8/18/2019,2422,1721,1477,244
1801,Monday,2,8/19/2019,407,2847,2371,476
1802,Tuesday,3,8/20/2019,3987,28,2293,507
1803,Wednesday,4,8/21/2019,3355,2407,1963,444
1804,Thursday,5,8/22/2019,2925,1959,1627,332
1805,Friday,6,8/23/2019,301,2143,1769,374
1806,Saturday,7,8/24/2019,1896,138,1151,229
1807,Sunday,1,8/25/2019,2501,1791,1497,294
1808,Monday,2,8/26/2019,3851,2714,2257,457
1809,Tuesday,3,8/27/2019,4403,3075,2622,453
1810,Wednesday,4,8/28/2019,4627,3125,2623,502
1811,Thursday,5,8/29/2019,4221,2982,2477,505
1812,Friday,6,8/30/2019,3025,2102,1727,375
1813,Saturday,7,8/31/2019,1998,1386,1179,207
1814,Sunday,1,9/1/2019,2297,1645,1414,231
1815,Monday,2,9/2/2019,3192,2272,191,362
1816,Tuesday,3,9/3/2019,4087,2921,2434,487
1817,Wednesday,4,9/4/2019,4787,3348,2842,506
1818,Thursday,5,9/5/2019,4483,3078,257,508
1819,Friday,6,9/6/2019,3571,2483,2095,388
1820,Saturday,7,9/7/2019,2263,1566,1343,223
1821,Sunday,1,9/8/2019,2948,2118,1827,291
1822,Monday,2,9/9/2019,4521,3287,2785,502
1823,Tuesday,3,9/10/2019,4563,3251,2758,493
1824,Wednesday,4,9/11/2019,4598,3365,2901,464
1825,Thursday,5,9/12/2019,4603,3356,2868,488
1826,Friday,6,9/13/2019,3349,2508,2121,387
1827,Saturday,7,9/14/2019,2437,1716,1451,265
1828,Sunday,1,9/15/2019,3188,2367,2082,285
1829,Monday,2,9/16/2019,5291,3839,328,559
1830,Tuesday,3,9/17/2019,5477,3815,3273,542
1831,Wednesday,4,9/18/2019,5257,3726,3222,504
1832,Thursday,5,9/19/2019,5,35,3028,472
1833,Friday,6,9/20/2019,389,2822,2407,415
1834,Saturday,7,9/21/2019,2654,1994,1739,255
1835,Sunday,1,9/22/2019,3656,264,2328,312
1836,Monday,2,9/23/2019,5223,3804,3291,513
1837,Tuesday,3,9/24/2019,5276,3826,3287,539
1838,Wednesday,4,9/25/2019,5476,3838,3306,532
1839,Thursday,5,9/26/2019,5196,3718,3208,510
1840,Friday,6,9/27/2019,4052,2863,2448,415
1841,Saturday,7,9/28/2019,2635,1945,1696,249
1842,Sunday,1,9/29/2019,4076,2895,2541,354
1843,Monday,2,9/30/2019,5167,3754,3216,538
1844,Tuesday,3,10/1/2019,4972,3634,3082,552
1845,Wednesday,4,10/2/2019,5143,3683,3209,474
1846,Thursday,5,10/3/2019,4753,3454,2941,513
1847,Friday,6,10/4/2019,3795,2854,244,414
1848,Saturday,7,10/5/2019,292,2118,1827,291
1849,Sunday,1,10/6/2019,395,285,2471,379
1850,Monday,2,10/7/2019,5493,3929,3432,497
1851,Tuesday,3,10/8/2019,5652,4186,3705,481
1852,Wednesday,4,10/9/2019,5617,3936,3388,548
1853,Thursday,5,10/10/2019,5234,3802,3261,541
1854,Friday,6,10/11/2019,4118,3147,2674,473
1855,Saturday,7,10/12/2019,2863,2111,1803,308
1856,Sunday,1,10/13/2019,4032,3013,2645,368
1857,Monday,2,10/14/2019,5476,4022,3466,556
1858,Tuesday,3,10/15/2019,5542,4117,3572,545
1859,Wednesday,4,10/16/2019,534,3966,3403,563
1860,Thursday,5,10/17/2019,5388,3905,3333,572
1861,Friday,6,10/18/2019,4309,3097,2675,422
1862,Saturday,7,10/19/2019,3117,2223,1897,326
1863,Sunday,1,10/20/2019,4234,3081,2679,402
1864,Monday,2,10/21/2019,5698,4144,3507,637
1865,Tuesday,3,10/22/2019,5721,4132,3536,596
1866,Wednesday,4,10/23/2019,6018,4446,3823,623
1867,Thursday,5,10/24/2019,5563,3995,3397,598
1868,Friday,6,10/25/2019,4159,2961,2461,500
1869,Saturday,7,10/26/2019,2732,2057,1753,304
1870,Sunday,1,10/27/2019,3901,2854,246,394
1871,Monday,2,10/28/2019,5749,412,3529,591
1872,Tuesday,3,10/29/2019,5821,414,3576,564
1873,Wednesday,4,10/30/2019,5647,4059,3452,607
1874,Thursday,5,10/31/2019,5219,3689,318,509
1875,Friday,6,11/1/2019,4054,301,2604,406
1876,Saturday,7,11/2/2019,2815,217,1889,281
1877,Sunday,1,11/3/2019,4253,3063,2603,460
1878,Monday,2,11/4/2019,5816,4184,364,544
1879,Tuesday,3,11/5/2019,5843,4176,3549,627
1880,Wednesday,4,11/6/2019,6058,4351,3672,679
1881,Thursday,5,11/7/2019,6291,4489,381,679
1882,Friday,6,11/8/2019,4604,3357,2839,518
1883,Saturday,7,11/9/2019,3354,2337,2,337
1884,Sunday,1,11/10/2019,419,3075,2634,441
1885,Monday,2,11/11/2019,5931,4194,3573,621
1886,Tuesday,3,11/12/2019,6443,4589,3877,712
1887,Wednesday,4,11/13/2019,5805,4275,3572,703
1888,Thursday,5,11/14/2019,5753,4172,3569,603
1889,Friday,6,11/15/2019,4709,3452,2927,525
1890,Saturday,7,11/16/2019,3418,2506,2136,370
1891,Sunday,1,11/17/2019,4821,3387,2872,515
1892,Monday,2,11/18/2019,6444,4699,3985,714
1893,Tuesday,3,11/19/2019,6607,4772,4119,653
1894,Wednesday,4,11/20/2019,6726,4781,4115,666
1895,Thursday,5,11/21/2019,6334,4462,384,622
1896,Friday,6,11/22/2019,4575,3214,2724,490
1897,Saturday,7,11/23/2019,3414,2474,2118,356
1898,Sunday,1,11/24/2019,4535,3242,2787,455
1899,Monday,2,11/25/2019,597,4467,3836,631
1900,Tuesday,3,11/26/2019,563,4115,3522,593
1901,Wednesday,4,11/27/2019,5384,3823,3225,598
1902,Thursday,5,11/28/2019,4201,3223,2747,476
1903,Friday,6,11/29/2019,3799,2947,2504,443
1904,Saturday,7,11/30/2019,3301,2443,2053,390
1905,Sunday,1,12/1/2019,442,3308,2849,459
1906,Monday,2,12/2/2019,6384,4674,4031,643
1907,Tuesday,3,12/3/2019,6964,4975,4285,690
1908,Wednesday,4,12/4/2019,6957,4959,4252,707
1909,Thursday,5,12/5/2019,635,4671,3989,682
1910,Friday,6,12/6/2019,5324,3796,3258,538
1911,Saturday,7,12/7/2019,3795,276,2362,398
1912,Sunday,1,12/8/2019,5013,3636,3159,477
1913,Monday,2,12/9/2019,7005,525,4569,681
1914,Tuesday,3,12/10/2019,6606,4791,4131,660
1915,Wednesday,4,12/11/2019,6686,4902,424,662
1916,Thursday,5,12/12/2019,6163,4533,3871,662
1917,Friday,6,12/13/2019,4581,3272,2801,471
1918,Saturday,7,12/14/2019,293,224,1958,282
1919,Sunday,1,12/15/2019,3585,2672,228,392
1920,Monday,2,12/16/2019,4925,3653,3128,525
1921,Tuesday,3,12/17/2019,4743,3441,2895,546
1922,Wednesday,4,12/18/2019,4716,339,2918,472
1923,Thursday,5,12/19/2019,3793,2821,2381,440
1924,Friday,6,12/20/2019,2688,1906,1583,323
1925,Saturday,7,12/21/2019,1682,1177,102,157
1926,Sunday,1,12/22/2019,188,1411,119,221
1927,Monday,2,12/23/2019,2451,1738,1442,296
1928,Tuesday,3,12/24/2019,1644,1197,977,220
1929,Wednesday,4,12/25/2019,1483,1027,851,176
1930,Thursday,5,12/26/2019,1864,1355,1102,253
1931,Friday,6,12/27/2019,1927,1319,1109,210
1932,Saturday,7,12/28/2019,1679,1219,1019,200
1933,Sunday,1,12/29/2019,1962,1299,1111,188
1934,Monday,2,12/30/2019,2469,1762,1479,283
1935,Tuesday,3,12/31/2019,175,1192,1005,187
1936,Wednesday,4,1/1/2020,1554,1105,870,235
1937,Thursday,5,1/2/2020,282,2083,1754,329
1938,Friday,6,1/3/2020,297,218,1859,321
1939,Saturday,7,1/4/2020,2111,1526,13,226
1940,Sunday,1,1/5/2020,2393,1788,1514,274
1941,Monday,2,1/6/2020,3704,277,2341,429
1942,Tuesday,3,1/7/2020,376,2915,2492,423
1943,Wednesday,4,1/8/2020,3698,2844,2402,442
1944,Thursday,5,1/9/2020,4243,3374,291,464
1945,Friday,6,1/10/2020,3177,2415,2043,372
1946,Saturday,7,1/11/2020,2361,1834,1581,253
1947,Sunday,1,1/12/2020,2762,2238,1961,277
1948,Monday,2,1/13/2020,4298,3242,2727,515
1949,Tuesday,3,1/14/2020,3838,2884,245,434
1950,Wednesday,4,1/15/2020,3754,2864,247,394
1951,Thursday,5,1/16/2020,3817,2951,251,441
1952,Friday,6,1/17/2020,3175,2419,2006,413
1953,Saturday,7,1/18/2020,2336,1927,1681,246
1954,Sunday,1,1/19/2020,2597,2031,1717,314
1955,Monday,2,1/20/2020,3715,2948,2505,443
1956,Tuesday,3,1/21/2020,4459,3501,3017,484
1957,Wednesday,4,1/22/2020,4483,3552,3079,473
1958,Thursday,5,1/23/2020,4225,3295,2805,490
1959,Friday,6,1/24/2020,3111,2484,2131,353
1960,Saturday,7,1/25/2020,2353,1784,1535,249
1961,Sunday,1,1/26/2020,3198,252,2213,307
1962,Monday,2,1/27/2020,4432,3539,3058,481
1963,Tuesday,3,1/28/2020,4664,3654,3148,506
1964,Wednesday,4,1/29/2020,4471,3544,3025,519
1965,Thursday,5,1/30/2020,4486,3499,3031,468
1966,Friday,6,1/31/2020,3527,2704,2304,400
1967,Saturday,7,2/1/2020,2514,1995,1728,267
1968,Sunday,1,2/2/2020,2993,2409,2106,303
1969,Monday,2,2/3/2020,4728,3694,3174,520
1970,Tuesday,3,2/4/2020,4883,3982,3472,510
1971,Wednesday,4,2/5/2020,5071,4061,3528,533
1972,Thursday,5,2/6/2020,4638,3715,3217,498
1973,Friday,6,2/7/2020,3757,2942,2512,430
1974,Saturday,7,2/8/2020,2761,2193,189,303
1975,Sunday,1,2/9/2020,3423,2849,2498,351
1976,Monday,2,2/10/2020,5066,4016,3464,552
1977,Tuesday,3,2/11/2020,4928,4045,3499,546
1978,Wednesday,4,2/12/2020,4996,4019,3497,522
1979,Thursday,5,2/13/2020,5004,3823,3188,635
1980,Friday,6,2/14/2020,3675,2949,2529,420
1981,Saturday,7,2/15/2020,2556,2024,1757,267
1982,Sunday,1,2/16/2020,3732,2808,2361,447
1983,Monday,2,2/17/2020,4958,3951,3382,569
1984,Tuesday,3,2/18/2020,4869,3806,3273,533
1985,Wednesday,4,2/19/2020,5224,4042,3495,547
1986,Thursday,5,2/20/2020,489,3748,3212,536
1987,Friday,6,2/21/2020,3678,2914,2528,386
1988,Saturday,7,2/22/2020,2456,2025,1759,266
1989,Sunday,1,2/23/2020,3444,2708,2387,321
1990,Monday,2,2/24/2020,5,3974,339,584
1991,Tuesday,3,2/25/2020,5496,421,3601,609
1992,Wednesday,4,2/26/2020,5059,4014,3468,546
1993,Thursday,5,2/27/2020,4813,3759,3247,512
1994,Friday,6,2/28/2020,381,3052,2569,483
1995,Saturday,7,2/29/2020,2682,2169,1858,311
1996,Sunday,1,3/1/2020,3332,2754,2379,375
1997,Monday,2,3/2/2020,4872,3801,3264,537
1998,Tuesday,3,3/3/2020,5097,3956,3452,504
1999,Wednesday,4,3/4/2020,4714,3591,3118,473
2000,Thursday,5,3/5/2020,5048,3994,3428,566
2001,Friday,6,3/6/2020,3698,2843,2386,457
2002,Saturday,7,3/7/2020,267,2095,1798,297
2003,Sunday,1,3/8/2020,3416,2743,2362,381
2004,Monday,2,3/9/2020,4731,383,3269,561
2005,Tuesday,3,3/10/2020,482,3718,3169,549
2006,Wednesday,4,3/11/2020,4813,3711,3182,529
2007,Thursday,5,3/12/2020,4393,3508,2952,556
2008,Friday,6,3/13/2020,3316,2613,2172,441
2009,Saturday,7,3/14/2020,2416,1888,1569,319
2010,Sunday,1,3/15/2020,2934,2251,1937,314
2011,Monday,2,3/16/2020,2732,2157,1809,348
2012,Tuesday,3,3/17/2020,3805,3007,2525,482
2013,Wednesday,4,3/18/2020,3748,2976,2508,468
2014,Thursday,5,3/19/2020,3678,2883,2471,412
2015,Friday,6,3/20/2020,3322,2647,2239,408
2016,Saturday,7,3/21/2020,2701,2049,1749,300
2017,Sunday,1,3/22/2020,3263,2469,212,349
2018,Monday,2,3/23/2020,4105,3166,269,476
2019,Tuesday,3,3/24/2020,4156,3247,2766,481
2020,Wednesday,4,3/25/2020,4153,3367,2878,489
2021,Thursday,5,3/26/2020,4256,3394,2944,450
2022,Friday,6,3/27/2020,3818,3002,2588,414
2023,Saturday,7,3/28/2020,3045,2438,2103,335
2024,Sunday,1,3/29/2020,4079,3047,2603,444
2025,Monday,2,3/30/2020,4899,3852,328,572
2026,Tuesday,3,3/31/2020,4943,3822,331,512
2027,Wednesday,4,4/1/2020,4907,3799,3317,482
2028,Thursday,5,4/2/2020,4933,3838,3305,533
2029,Friday,6,4/3/2020,4665,3498,2975,523
2030,Saturday,7,4/4/2020,3366,2536,2175,361
2031,Sunday,1,4/5/2020,3976,3045,2644,401
2032,Monday,2,4/6/2020,4981,3921,3351,570
2033,Tuesday,3,4/7/2020,5331,4144,3552,592
2034,Wednesday,4,4/8/2020,5331,4203,3656,547
2035,Thursday,5,4/9/2020,5063,3982,3426,556
2036,Friday,6,4/10/2020,4252,3354,2869,485
2037,Saturday,7,4/11/2020,3656,2712,2279,433
2038,Sunday,1,4/12/2020,4152,3125,2666,459
2039,Monday,2,4/13/2020,5089,3922,3379,543
2040,Tuesday,3,4/14/2020,5491,4314,3721,593
2041,Wednesday,4,4/15/2020,5665,4424,3754,670
2042,Thursday,5,4/16/2020,5423,4203,3592,611
2043,Friday,6,4/17/2020,4688,3682,3146,536
2044,Saturday,7,4/18/2020,4055,3007,2521,486
2045,Sunday,1,4/19/2020,483,3671,3057,614
2046,Monday,2,4/20/2020,5908,4517,3869,648
2047,Tuesday,3,4/21/2020,5633,4377,3722,655
2048,Wednesday,4,4/22/2020,5786,452,3856,664
2049,Thursday,5,4/23/2020,5967,4758,4074,684
2050,Friday,6,4/24/2020,4937,3879,3319,560
2051,Saturday,7,4/25/2020,4327,3284,2814,470
2052,Sunday,1,4/26/2020,5086,3964,3393,571
